Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:146840,University of Zambia,Merrett L; Merrett M,1,2005,3,3,Zambia,ZM,Southern,-15.5094837,27.2983051,Mazabuka,Kafue Flats west of Lochinvar,110,WGS84,4444,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:147333,University of Zambia,Ngwenyama T,1,2003,8,20,Zambia,ZM,Southern,-17.7783778,25.84424953,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,666,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Poales,Poaceae,,cynodon,diffusus,,Cynodon diffusus,Species,Vahl
UNZA:147420,University of Zambia,Colebrook-Robjent John,1,2003,3,20,Zambia,ZM,Southern,-17.5343787,25.5469105,Livingstone,Road to Zimba,916,WGS84,1006,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:148288,University of Zambia,Mwanawasa L,1,2000,5,12,Zambia,ZM,Southern,-15.2462996,27.9118402,Mazabuka,Lochinvar National Park,1105,WGS84,945,Merrett L; Merrett M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:148445,University of Zambia,Ngwenyama T,1,2002,2,21,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone,Zambezi River Island,944,WGS84,2295,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:148603,University of Zambia,Ngwenyama T,1,2002,2,22,Zambia,ZM,Southern,-17.4696597,25.5694044,Livingstone,Zambezi River Island,944,WGS84,2943,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:149388,University of Zambia,Colebrook-Robjent John,1,2004,7,12,Zambia,ZM,Southern,-17.61835,25.453778,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,3500,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:149629,University of Zambia,Phiri S,1,2005,9,30,Zambia,ZM,Southern,-17.2498352,26.3719,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,327,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,archeri,,Tessmannia archeri,Species,L.B. Sm.
UNZA:15129,University of Zambia,Saili S,1,1979,9,9,Zambia,ZM,Southern,-15.563668,27.294211,Mazabuka,Kafue Flats west of Lochinvar,1169,WGS84,1778,Mike Bingham,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:151494,University of Zambia,Phiri S,1,2005,10,3,Zambia,ZM,Southern,"17° 29' 16"" S","26° 25' 50"" E ",District of Kalomo,Lionkop Ranch,1422,WGS84,327,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,ensifolius,,Peltophorum ensifolius,Species,(Kunth) Kunth
UNZA:151541,University of Zambia,Phiri S,1,2005,10,2,Zambia,ZM,Southern,-17.2929461,26.56426,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,327,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,riocreuxii,,Tamarindus riocreuxii,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:151548,University of Zambia,Phiri S.,1,2005,12,4,Zambia,ZM,Western,"16° 37' 1.7"" S","24° 39' 6.8"" E",Sesheke,Katundu,1164,WGS84,2554,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:151802,University of Zambia,Phiri S,1,2005,9,30,Zambia,ZM,Southern,-17.2160555,26.50767,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,327,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:151803,University of Zambia,Phiri S,1,2005,9,30,Zambia,ZM,Southern,-17.2163016,26.5768,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,327,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:151804,University of Zambia,Phiri S,1,2005,10,3,Zambia,ZM,Southern,-17.4459086,26.6071467,Distr. Kalomo,Lionkop Ranch,1499,WGS84,327,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,kalbreyeri,,Senna kalbreyeri,Species,Baker
UNZA:151850,University of Zambia,Ngwenyama T,1,2004,4,27,Zambia ,ZM,Southern,-15.2446118,25.2133292,Namwala,"Itezhi tezhi, below dam wall",1164,WGS84,1500,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:152991,University of Zambia,Franks B,1,2003,10,,Zambia,ZM,Southern,-17.4143004,25.6506223,Livingstone,Mosi-oa-Tunya Game Reserve,,WGS84,649,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,michelii,,Daniellia michelii,Species,(Mez) M.A. Spencer & L.B. Sm.
UNZA:153043,University of Zambia,Saili S,1,2004,7,3,Zambia,ZM,Southern,-15.7071268,27.64464,Mazabuka,Kafue River Cruises,1105,WGS84,1708,Merrett L; Merrett M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:153124,University of Zambia,Merrett M,1,2000,11,8,Zambia,ZM,Western,14° 50' S,22° 18' E,Mongu,Liuwa Plains,1011,WGS84,1838,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:153289,University of Zambia,Merrett M,1,2000,11,9,Zambia,ZM,Western,"14° 4' 14.2"" S","22° 23' 19.3"" E",Mongu,Liuwa Plains National Park,1011,WGS84,1838,Mukampola R,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:153290,University of Zambia,Merrett Mike,1,2000,11,9,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,1838,Bingham M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:153340,University of Zambia,Mwansa P,1,2004,4,14,Zambia,ZM,Southern,-15.4558716,27.7595814,Mazabuka,East of Lochinvar NP,1105,WGS84,3619,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:153746,University of Zambia,Lungu P,1,2003,6,27,Zambia,ZM,Southern,-17.4459,26.60714,Choma,Gwembe Safaris,1320,WGS84,600,Lungu P,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia ,Genus,
UNZA:153885,University of Zambia,Franks B,1,2005,9,30,Zambia   ,ZM,Southern,-17.3414,25.6223826,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,2044,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:153886,University of Zambia,Franks B,1,2005,9,30,Zambia   ,ZM,Southern,-17.3435581,25.5738697,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,2044,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:155524,University of Zambia,Franks B,1,1998,6,29,Zambia,ZM,Southern,-17.3909348,25.4900819,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,21609,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:155525,University of Zambia,Franks B,1,1998,6,29,Zambia,ZM,Southern,-17.4072073,25.0487179,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,21609,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:155719,University of Zambia,Lungu P,1,2003,7,6,Zambia,ZM,Southern,-15.4188428,26.5477403,Namwala,"Kalala Island, Itezhi-tezhi Dam",1164,WGS84,1553,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:155833,University of Zambia,Miller B,1,2006,8,18,Zambia,ZM,Southern,-17.8950499,25.8449439,Livingstone,Tongabezi,,WGS84,17885,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Poales,Poaceae,,Cymbopogon,citratus,,Cymbopogon citratus,Species,(DC.) Stapf
UNZA:155860,University of Zambia,Miller B,1,2006,8,31,Zambia,ZM,Southern,-17.72852,25.3207015,Livingstone,"Rapid 11, Zambezi River Gorge",,WGS84,17885,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,sativa,,Peltophorum sativa,Species,L.
UNZA:15593,University of Zambia,G Banda,1,1981,12,5,Zambia,ZM,Southern,-17.4863769,25.5676366,Livingstone,Outskirts of Livingstone,916,WGS84,1600,Bruce-Miller I,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:155949,University of Zambia,Miller B,1,2006,9,7,Zambia,ZM,Southern,-17.7216042,25.062868,Livingstone,"Rapid 11, Zambezi River Gorge",,WGS84,17885,Miller B,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,vulgare,,Digitaria vulgare,Species,L.
UNZA:156019,University of Zambia,Miller B,1,2006,8,31,Zambia,ZM,Southern,-17.7644319,25.1554514,Livingstone,Zambezi River Gorge,,WGS84,400,Miller B,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,indica,,Digitaria indica,Species,(L.) Gaertn.
UNZA:156442,University of Zambia,Mukampola R,1,2004,2,20,Zambia,ZM,Southern,-15.4188428,26.1586578,Namwala,"Kalala Island, Itezhi-tezhi Dam",1164,WGS84,3075,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,semaphora,,Senna semaphora,Species,L.B. Sm.
UNZA:15654,University of Zambia,G Banda,1,1982,3,19,Zambia,ZM,Southern,-17.5036894,25.2517585,Livingstone,Outskirts of Livingstone,916,WGS84,1600,Ian Bruce-Miller,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:156563,University of Zambia,Franks B,1,1998,6,29,Zambia,ZM,Southern,-17.373889,25.318494,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,21609,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:15689,University of Zambia,G Banda,1,1982,3,19,Zambia,ZM,Southern,-17.5094837,25.2983051,Livingstone,Outskirts of Livingstone,916,WGS84,1600,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:15690,University of Zambia,Banda G,1,1982,3,19,Zambia,ZM,Southern,-17.5207193,25.4596227,Livingstone,Outskirts of Livingstone,916,WGS84,1600,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:157130,University of Zambia,Ngwenyama T,1,1995,12,15,Zambia,ZM,Southern,-15.2093543,26.1636811,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,1385,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,heliconioides,,Cassia Heliconioides,Species,(Kunth) Hook. ex Walp.
UNZA:157140,University of Zambia,Bellcross G,1,2002,9,16,Zambia,ZM,Southern,-15.6750089,27.6609383,Mazabuka,South of Kafue River Bridge,1105,WGS84,1347,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,nutans,,Aristida nutans,Species,(Sw.) Griseb.
UNZA:157339,University of Zambia,Colebrook-Robjent John,1,1999,6,27,Zambia,ZM,Southern,-17.8844351,25.3421603,Livingstone Distr.,Maramba River Lodge,988,WGS84,2420,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:157339,University of Zambia,Lungu P,1,1999,6,27,Zambia  ,ZM,Southern,-17.8908309,25.6137227,Livingstone,Tongabezi,944,WGS84,2420,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:157401,University of Zambia,Merrett L; Merrett M,1,2002,12,12,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,2706,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:157402,University of Zambia,Merrett L; Merrett M,1,2002,12,12,Zambia,ZM,Southern,-17.4696597,25.5694044,Livingstone,Mosi-oa-Tunya Game Reserve,916,WGS84,2706,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:157853,University of Zambia,Colebrook-Robjent J,1,2004,3,27,Zambia,ZM,Southern,-17.8192178,25.0253363,Livingstone,Turaco Farm,908,WGS84,1090,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:158050,University of Zambia,Mwanawasa L,1,2006,11,22,Zambia,ZM,Southern,-17.857357,25.8333603,Livingstone Distr.,Senkobo,988,WGS84,1273,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:15824,University of Zambia,Banda G,1,1982,6,22,Zambia,ZM,Southern,-17.5420846,25.0802581,Livingstone,Road to Zimba,916,WGS84,1600,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:15907,University of Zambia,Manda G,1,1982,8,8,Zambia,ZM,Western,"4° 54' 8.780"" S","24° 40' 12.490"" E",Sioma Distr.,Ngonye Falls,,WGS84,3515,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:159711,University of Zambia,Ngwenyama T,1,2005,10,13,Zambia,ZM,Southern,-15.185997,25.7431008,Namwala,10 km east of Namwala town,1200,WGS84,1940,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:159845,University of Zambia,Phiri S.,1,2006,7,5,Zambia,ZM,Southern,-17.17703,25.97099,Kalomo,Sikawili,1432,WGS84,1454,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:160022,University of Zambia,Manda G,1,1998,8,,Zambia,ZM,Western,"15° 4' 20.210"" S","23° 38' 20.440"" E",District of Mongu,Zambezi River floodplain,1187,WGS84,793,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,variabilis,,Tessmannia variabilis,Species,Schltdl.
UNZA:160026,University of Zambia,Phiri S,1,1998,10,,Zambia,ZM,Southern,-17.2498352,26.3719,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,1046,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Cymbopogon,nutans,,Cymbopogon nutans,Species,(Sw.) Griseb.
UNZA:160033,University of Zambia,Manda G,1,1999,1,,Zambia,ZM,Western Prov.,"17° 37' 1.7"" S","25° 39' 6.8"" E",Sesheke Dist.,Sililo,1164,WGS84,1844,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:160034,University of Zambia,Manda G,1,1999,1,,Zambia,ZM,Western Prov.,"16° 4' 20.210"" S","24° 38' 20.440"" E",Sesheke,Katundu,1164,WGS84,1844,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:160519,University of Zambia,Lungu P,1,2003,5,12,Zambia,ZM,Southern,-16.6878,27.6816,Gwembe,Road south of Gwembe boma,954,WGS84,13838,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,corymbifera,,Tessmannia corymbifera,Species,Nees
UNZA:160524,University of Zambia,Lungu P,1,2003,5,12,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,13838,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:160833,University of Zambia,Colebrook-Robjent J,1,1995,1,10,Zambia,ZM,Southern,"16° 34' 41"" S","25° 25' 7"" E",District of Namwala,Outskirts of Namwala,1198,WGS84,2216,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,,,Peltophorum ,Genus,
UNZA:16243,University of Zambia,G Banda,1,1982,8,21,Zambia,ZM,Southern,-17.563668,25.294211,Livingstone,Road to Zimba,916,WGS84,1600,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:163210,University of Zambia,Phiri S,1,2007,6,18,Zambia,ZM,Southern,-17.2160555,26.50767,Distr. Kalomo,5 km north of Kalomo Boma,1499,WGS84,3458,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,tetrantha,,Tamarindus tetrantha,Species,(Ruiz & Pav.) M.A. Spencer & L.B. Sm.
UNZA:163284,University of Zambia,Saili S,1,2015,,,Zambia,ZM,Southern,-15.5260944,27.8413581,Mazabuka Dist.,Magoye Forest Reserve,1169,WGS84,897,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:163599,University of Zambia,Saili S,1,2007,6,30,Zambia,ZM,Southern,-15.5207193,27.4596227,Mazabuka Dist.,Magoye Forest Reserve,1169,WGS84,897,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,compacta,,Tessmannia compacta,Species,Griseb.
UNZA:163600,University of Zambia,Saili S,1,2007,6,30,Zambia,ZM,Southern,-15.5210439,27.0493289,Mazabuka Dist.,Magoye Forest Reserve,1169,WGS84,897,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,compacta,,Tessmannia compacta,Species,Griseb.
UNZA:164163,University of Zambia,G Banda,1,2006,4,4,Zambia,ZM,Southern,-15.3537949,27.8525556,Mazabuka,Lochinvar NP,1105,WGS84,18064,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Pterolobium,juncoides,,Pterolobium juncoides,Species,(L.B. Sm.) G.S. Varad. & Gilmartin
UNZA:164183,University of Zambia,Ngwenyama T,1,2004,9,8,Zambia,ZM,Southern,-15.4188428,26.1144083,Namwala,"Kalala Island, Itezhi-tezhi Dam",1164,WGS84,1657,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:164646,University of Zambia,Colebrook-Robjent J,1,2003,12,21,Zambia,ZM,Southern,-17.4100571,25.5962145,Livingstone,"Zambezi River bank, 15 km above the falls",908,WGS84,994,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,macranthera,,Senna macranthera,Species,André
UNZA:165317,University of Zambia,Ngwenyama T,1,2008,7,9,Zambia,ZM,Southern,-17.3909348,25.4900819,Livingstone,Zambezi Boat Club,916,WGS84,643,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,polystachia,,Tessmannia polystachia,Species,(L.) L.
UNZA:166126,University of Zambia,Colebrook-Robjent John,1,2003,4,5,Zambia,ZM,Southern,-17.563668,25.294211,Livingstone,Road to Zimba,916,WGS84,2682,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,atrorubens,,Senna atrorubens,Species,(Beer) Baker
UNZA:166127,University of Zambia,Colebrook-Robjent John,1,2003,4,5,Zambia,ZM,Southern,-17.575023,25.2552172,Livingstone,Turaco Farm,916,WGS84,2682,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,atrorubens,,Senna atrorubens,Species,(Beer) Baker
UNZA:166152,University of Zambia,Colebrook-Robjent J,1,2003,3,19,Zambia,ZM,Southern,-15.67481,25.3306971,Namwala,Kafue East GMA,1300,WGS84,3577,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,flexuosa,,Tessmannia flexuosa,Species,Sw.
UNZA:166153,University of Zambia,Colebrook-Robjent J,1,2003,3,19,Zambia,ZM,Southern,-15.7406602,25.2999387,Namwala,Kafue East GMA,1300,WGS84,3577,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,bulbosa,,Tessmannia bulbosa,Species,Hook.
UNZA:166154,University of Zambia,Bellcross G,1,2003,3,24,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1105,WGS84,4087,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,paraensis,,Tessmannia paraensis,Species,Mez
UNZA:166155,University of Zambia,Colebrook-Robjent J,1,2003,4,6,Zambia,ZM,Southern,-15.3668954,25.1842826,Namwala,Iteshi teshi boma ,1164,WGS84,927,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,complanata,,Tessmannia complanata,Species,Benth.
UNZA:166168,University of Zambia,Colebrook-Robjent J,1,2003,3,19,Zambia,ZM,Southern,-15.4269858,25.33311283,Namwala,"Game Management Area, Kafue East",1300,WGS84,3577,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,chrysostachys,,Cassia chrysostachys,Species,E. Morren
UNZA:166415,University of Zambia,Saili S,1,1998,12,10,Zambia,ZM,Southern,-15.6103945,27.7367422,Mazabuka Dist.,Chalimbana River,1169,WGS84,413,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,confinis,,Tessmannia confinis,Species,L.B. Sm.
UNZA:166532,University of Zambia,Ngwenyama T,1,1998,11,19,Zambia,ZM,Southern,-17.4715014,25.7111793,Livingstone,Zambezi River Island,916,WGS84,739,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
